qt5-json,		1.00   ,0  ,	1.00  ,0  ,	1.00  ,0  ,	1.00  ,0 
flavio,			1.02   ,0  ,	1.02  ,0  ,	1.00  ,0  ,	3.50  ,0 
qt5-sax-attributes,	7.89   ,0  ,	3.23  ,0  ,	0.99  ,0  ,	2.14  ,0 
qt5-dom-attributes,	7.86   ,0  ,	3.30  ,0  ,	0.99  ,0  ,	3.20  ,0 
qt5-stream-attributes,	7.69   ,0  ,	3.16  ,0  ,	0.99  ,0  ,	1.76  ,0 
qt5-sax-childnodes,	10.67  ,0  ,	4.21  ,0  ,	1.23  ,0  ,	3.06  ,0 
qt5-dom-childnodes,     10.56  ,0  ,	4.13  ,0  ,	1.23  ,0  ,	4.04  ,0 
qt5-stream-childnodes,	10.65  ,0  ,	4.15  ,0  ,	1.23  ,0  ,	3.22  ,0 
